axis_1,axis_2,word
-0.9213532466375058,1.1260781984711303,continue
-1.0716886979076223,1.6018785327711542,came
-0.4018504050656033,-0.03627789055703143,dollar
-0.6304674522417888,0.472246713941888,behind
0.0014626252090030449,0.7560008029929883,turn
-0.5956721599871989,0.7511389908834414,open
-0.7467040215526766,0.16702302474854075,isn
-0.0017036481127096217,-0.8324085863794823,truth
-1.1552461516578016,0.4403512619296437,done
1.160001561737578,-0.7852340620620527,example
2.4119215703152994,0.31376323597501043,thousand
-0.26476180425839685,0.030612393753446304,following
-0.43060662018557017,-0.11541158882490493,violence
0.2669132782499063,-0.3538642434889753,four
-0.30767628585590123,-1.0633347116063392,elite
-0.4063404785631633,-0.5038250439695299,criminal
1.3273969656582787,-0.6178708831767792,side
0.92859591294524,-0.41469329836618346,rule
0.9834558690429843,0.11638489864582435,cause
-0.4819120867817384,0.7637018898729185,published
-0.013707888524836233,-0.5602487130031623,love
0.336867023948369,-0.15886062380837576,position
-0.7400426825450321,-0.614786969170505,agency
0.08403204280658251,-0.05689598338856872,different
-0.47421161016591207,-0.8787901863253204,syrian
1.0818593969502008,-0.20138317615792778,sign
-0.763225906885235,-0.6361857521435661,isi
1.6532354873405866,-0.28857813391574116,instead
-0.20577129987325019,-0.06577906447167547,protest
0.4402671838849288,1.3016789476380113,start
-0.43668338387859174,0.7960039523459902,along
-0.4794108862728601,0.4776930921154183,operation
-1.202131556000581,0.8990845623407194,asked
0.7174900037861668,-0.7724000423615246,south
0.6025031987155803,-0.591516750749561,care
-0.8088266276054905,-0.6050162967816366,twitter
-0.6189975730579246,-0.5271995898846488,non
-0.006049922931798099,-0.971066339807351,society
-1.1977948016890734,1.677039915214091,trying
1.291729733351137,-0.7981272281051143,fear
-0.023310865348074902,-0.05309082179739303,weapon
1.1656181502532352,-1.4300241772063205,university
-0.24439058567941396,-0.2793012306842104,entire
0.3379810681337488,0.6331451493175999,threat
-0.21894939905042063,-0.6948070105724827,movement
0.7812269648570257,0.4117896141060037,head
0.8726080094072206,-0.07137451923939488,hope
-0.9487140961213868,0.7504706152105632,live
-0.7828818947610002,1.2764344267232728,posted
-0.35795067291037275,-0.2673233441912914,citizen
-0.6019697607792553,-0.42562425902445067,terrorist
-0.48361455584968144,-0.6362401166238082,e
0.1324307558460812,-0.3070886518828542,record
-1.2487105316795992,1.8960814597404938,led
-0.8075891353009788,0.04792656210413932,anyone
-0.6431714320207697,-0.4307750869541545,feel
-0.8889870953927173,-0.7906419597927338,someone
-0.47886009909865357,-0.5976487477243175,project
-0.3349587375481094,-0.6459957760690515,intelligence
-0.6988954104446468,-0.6220323089050183,daily
-0.04002114622117356,-0.8736549404529016,establishment
1.3582526698104103,0.07218472783155531,effect
-0.8685622124844314,-0.7604739319579266,research
-0.49957278256990284,-0.3133019658878012,simply
-0.46788120719862636,0.30832579585443265,data
0.4821390543481315,-0.16552409299116866,hour
-0.5894275676419041,-0.606169326195779,server
-0.08452459265347777,0.12718969460046547,almost
-0.46427328631293124,-0.6256100491442866,men
0.34192229962400156,-0.788520139339465,team
-0.6940756071702835,-0.18643504397572852,sure
-1.060630601097898,-1.1872188909083385,iraq
-0.746659321668704,-0.4309746939084971,everyone
-0.4721366281422793,0.6226325132916765,added
-0.37187788102122415,-0.06525333965132356,further
0.9808836934051314,-0.6952966786971128,decade
-0.8117669844117769,-0.6946370395344688,drug
-0.5079908569507593,1.2842993127655515,related
-1.364123144946545,1.8380369137343906,sent
2.395650003717237,-0.12428511279334767,kind
-0.1909665479623102,-1.0965297109308851,politics
-0.08799336466752819,1.7785867182064483,taken
0.1295446614340358,-0.24783466326345382,note
-0.7728228928279823,-0.4613748094619993,lie
-0.5252968203953053,-0.5913679457008916,oil
-0.3938351300225643,0.4692509154208505,themselves
0.28119474018028995,-0.46144832559823046,book
-0.21522811363874142,-0.6605173356716131,nominee
-0.3884536963614921,-0.49931707367190703,race
-0.586895380933688,0.7823330955316425,talk
0.8855984680277296,-0.1846880471741671,large
-0.3224997638933082,-1.0838231702632537,james
1.6240040583090514,0.13050086211237713,risk
-0.3178950771576391,-0.4690230433062573,secret
0.5101099016038432,-0.4511785592204295,center
-1.011812981789936,1.2909124747982457,letter
-0.04792246434283806,-0.4962512330788732,agent
-0.8437313792676661,0.3098714119816521,fight
0.37895291178742857,-1.1370861241448056,east
1.4156699161855137,-0.27635877834478995,cost
1.4163282600301403,-0.7012737254316366,middle
-0.828373351303516,1.273191706662871,released
0.1846677734481701,-0.7947998179046588,true
-0.8083283165495108,-1.5113706555137736,mainstream
0.1262580285238448,0.008973023373587586,victory
-0.08490535420693449,-0.5777661770853937,personal
-0.6318122639214175,0.12463669184908302,speech
-0.560388785800501,-0.4987743987441042,machine
-0.046736134876585046,-0.5912366789617778,energy
-1.1233736398781666,-0.11878538933757644,later
-0.2306566393978495,0.15663106898596657,rather
-0.6364185826379801,1.2329716975945693,follow
-0.42727155868356675,-0.7326450192798589,student
-1.2440930906697503,-1.859169791463992,dr
-0.19616533116724802,-0.6435450226775853,document
-0.6138099721123721,-0.6236569205808251,watch
-0.8920349172983127,0.9041509100691488,access
0.03368272731792461,-1.362400518432825,friend
-0.2898997972935196,-0.2546770283425435,either
-1.1448462333043115,1.0864730239637148,went
-0.4293975089416009,1.2351809128878435,coming
1.05988765847056,-1.6521490890257244,author
0.1699690183784893,-0.5494953868791973,account
-0.5510426186735865,0.14687836082590672,play
0.39022302308352375,0.44995966812472976,step
-0.7092775898687653,-0.03200569888245641,often
-0.5723766826137067,-0.20180556873190172,earlier
0.8421168743307456,0.8844145593985521,billion
-0.40595535761117735,-0.17627172378627962,interview
-0.4014396691970932,-1.0117521021032165,corporate
0.00038831803992449613,-0.78615505925117,west
0.5303345544502162,-0.40192895326644357,army
-0.04976734690420754,-0.7090638745695467,mind
-1.009199864518083,-0.39480185094038434,recently
0.5394119878954536,-0.6039463048684026,population
-0.7639909778152756,-0.40025808205137087,program
-0.5184923323757779,-0.5356782314926931,self
-0.7988372131661744,-0.5540435460869432,pipeline
-0.5803188297702803,-0.012335431804936854,itself
-0.6141817307489918,-0.8361980182024276,local
1.19841277212188,-0.5856470242214099,list
-0.1582561710507154,-0.02929590405947213,crisis
-0.8292085627625974,-0.734410312601847,iran
0.9942312012580867,-0.1326536907495698,price
-0.18467396387727464,-0.9881776583090283,economy
0.18588632399748473,-0.12485457764196657,illegal
-0.7396129916384354,1.1944514565378543,stand
1.2408557153706454,-0.046601190506432175,image
-0.20358003230925767,0.25927221473040807,despite
-0.8934648288475838,-0.9761914535436409,bad
0.4379260568064613,-0.5634230945868153,network
-0.7902129210196229,0.9404169638567877,seems
0.2433668637345973,-0.8168844230516495,committee
0.15383969633540454,-0.6022788601861011,whole
0.4859806669677944,-0.7022470199686947,reality
-1.1228030643095637,0.13639432408604724,via
-0.7160032258919146,-0.5834799724864601,individual
0.35312930619756705,-0.06351496032435049,small
-1.0225085274890728,-1.00525020746589,nato
-0.9180860374632132,-0.42757066584989906,industry
-0.9655200572838439,0.14219655501765166,hard
-0.42103368256127494,-0.3053312569234802,everything
-0.5556161219770838,-0.8780492180427486,democracy
-0.4132462165195168,-1.095605605908236,attorney
-0.47907318850296554,0.7842872514976188,response
-0.3742279655760274,0.5350632534755351,concern
-0.3261978062469761,0.3143267656044986,probably
-0.5619211719185013,1.6965894604595666,attempt
-1.0528451006268884,-0.41889273242206354,please
0.43236605936944855,-0.10519440938830837,rate
-0.11139648241899927,-0.641611875932953,night
-0.637095723329253,-0.8999899695381783,tax
0.8920035163697312,0.07274998566074825,charge
-0.08707658899000434,0.9133807007848851,getting
-1.119947010818113,-0.5894880542440954,europe
-0.281056930549687,-0.2859056178002714,authority
1.3277677491731845,-0.41101294134661065,chief
0.48535672508634153,0.14911105941320768,freedom
-0.8644281545503959,-2.0843806521021824,weiner
-0.33228871731341464,-0.12795567125578997,cannot
1.7953755742218298,-0.19260303573155294,form
-0.3940077924534145,-1.3082138881218286,christian
-0.44975230628305607,-0.46696168942524896,situation
-1.1604079615448677,0.22196412114430025,together
0.4935862607797871,-0.6656401608795913,region
-0.10827740109807128,0.48362281875011115,lost
-0.09669901827037987,-0.5504805420442159,current
0.14117790589501794,-0.7634015499495873,civilian
0.07360352911259034,-0.6592351433479984,although
-0.4956478671643677,-0.4250189301658609,gun
-0.6600126904395083,-0.1275134626616807,ballot
-1.2159041720156123,-1.236394629828272,journalist
-0.7257882302659562,-0.31410931169586886,fraud
1.8819766644259168,0.5470560299107613,majority
-0.07609691394075699,0.741413717262476,leave
-0.6727852047087642,2.3302275705964566,due
-0.4488591632007878,-0.8673515035364668,trade
-0.6740599142612129,-1.38502935788533,soros
-0.7295452738669659,-0.6657479212726009,young
